epoch,event_index,event_name,timestamp_sec,system_time
1,1,E1_实验开始,1781923271.200879,2026-06-20 10:41:11.200
1,2,E1_静息1,1781923276.848119,2026-06-20 10:41:16.848
1,3,E1_想象吞咽1,1781923283.348528,2026-06-20 10:41:23.348
1,4,E1_静息2,1781923289.682726,2026-06-20 10:41:29.682
1,5,E1_含水1,1781923296.233780,2026-06-20 10:41:36.233
1,6,E1_温水吞咽1,1781923303.784883,2026-06-20 10:41:43.784
1,7,E1_实验结束,1781923320.110808,2026-06-20 10:42:00.110
2,8,E2_实验开始,1781923325.446751,2026-06-20 10:42:05.446
2,9,E2_静息1,1781923331.103897,2026-06-20 10:42:11.103
2,10,E2_想象吞咽1,1781923337.602502,2026-06-20 10:42:17.602
-1,12,实验中止,1781923347.913065,2026-06-20 10:42:27.913
