epoch,event_index,event_name,timestamp_sec,system_time
1,1,E1_实验开始,1781927752.440800,2026-06-20 11:55:52.440
1,2,E1_静息1,1781927758.072564,2026-06-20 11:55:58.072
1,3,E1_想象吞咽1,1781927764.578544,2026-06-20 11:56:04.578
1,4,E1_静息2,1781927770.897841,2026-06-20 11:56:10.897
1,5,E1_含水1,1781927777.417537,2026-06-20 11:56:17.417
1,6,E1_温水吞咽1,1781927785.086768,2026-06-20 11:56:25.086
1,7,E1_实验结束,1781927801.438982,2026-06-20 11:56:41.438
2,8,E2_实验开始,1781927806.786762,2026-06-20 11:56:46.786
2,9,E2_静息1,1781927812.431708,2026-06-20 11:56:52.431
2,10,E2_想象吞咽1,1781927818.949332,2026-06-20 11:56:58.949
2,11,E2_静息2,1781927825.272195,2026-06-20 11:57:05.272
2,12,E2_含水1,1781927831.779780,2026-06-20 11:57:11.779
2,13,E2_温水吞咽1,1781927840.397337,2026-06-20 11:57:20.397
2,14,E2_实验结束,1781927856.711982,2026-06-20 11:57:36.711
3,15,E3_实验开始,1781927862.014761,2026-06-20 11:57:42.014
3,16,E3_静息1,1781927867.624382,2026-06-20 11:57:47.624
3,17,E3_想象吞咽1,1781927874.135113,2026-06-20 11:57:54.135
3,18,E3_静息2,1781927880.465092,2026-06-20 11:58:00.465
3,19,E3_含水1,1781927886.972522,2026-06-20 11:58:06.972
3,20,E3_温水吞咽1,1781927895.966479,2026-06-20 11:58:15.966
3,21,E3_实验结束,1781927912.331381,2026-06-20 11:58:32.331
4,22,E4_实验开始,1781927917.664572,2026-06-20 11:58:37.664
4,23,E4_静息1,1781927923.327412,2026-06-20 11:58:43.327
4,24,E4_想象吞咽1,1781927929.851810,2026-06-20 11:58:49.851
4,25,E4_静息2,1781927936.167668,2026-06-20 11:58:56.167
4,26,E4_含水1,1781927942.683256,2026-06-20 11:59:02.683
4,27,E4_温水吞咽1,1781927951.609405,2026-06-20 11:59:11.609
4,28,E4_实验结束,1781927967.978172,2026-06-20 11:59:27.978
5,29,E5_实验开始,1781927973.315701,2026-06-20 11:59:33.315
5,30,E5_静息1,1781927978.966225,2026-06-20 11:59:38.966
5,31,E5_想象吞咽1,1781927985.477393,2026-06-20 11:59:45.477
5,32,E5_静息2,1781927991.804100,2026-06-20 11:59:51.804
5,33,E5_含水1,1781927998.317847,2026-06-20 11:59:58.317
5,34,E5_温水吞咽1,1781928007.282235,2026-06-20 12:00:07.282
5,35,E5_实验结束,1781928023.637508,2026-06-20 12:00:23.637
6,36,E6_实验开始,1781928028.976402,2026-06-20 12:00:28.976
6,37,E6_静息1,1781928034.619483,2026-06-20 12:00:34.619
6,38,E6_想象吞咽1,1781928041.137006,2026-06-20 12:00:41.137
6,39,E6_静息2,1781928047.459338,2026-06-20 12:00:47.459
6,40,E6_含水1,1781928053.964432,2026-06-20 12:00:53.964
6,41,E6_温水吞咽1,1781928062.326780,2026-06-20 12:01:02.326
6,42,E6_实验结束,1781928078.654098,2026-06-20 12:01:18.654
7,43,E7_实验开始,1781928083.989223,2026-06-20 12:01:23.989
7,44,E7_静息1,1781928089.623901,2026-06-20 12:01:29.623
7,45,E7_想象吞咽1,1781928096.131628,2026-06-20 12:01:36.131
7,46,E7_静息2,1781928102.482552,2026-06-20 12:01:42.482
7,47,E7_含水1,1781928108.997432,2026-06-20 12:01:48.997
7,48,E7_温水吞咽1,1781928117.883314,2026-06-20 12:01:57.883
7,49,E7_实验结束,1781928134.231508,2026-06-20 12:02:14.231
8,50,E8_实验开始,1781928139.517877,2026-06-20 12:02:19.517
8,51,E8_静息1,1781928145.130591,2026-06-20 12:02:25.130
8,52,E8_想象吞咽1,1781928151.655694,2026-06-20 12:02:31.655
8,53,E8_静息2,1781928157.988035,2026-06-20 12:02:37.988
8,54,E8_含水1,1781928164.504103,2026-06-20 12:02:44.504
8,55,E8_温水吞咽1,1781928172.633487,2026-06-20 12:02:52.633
8,56,E8_实验结束,1781928188.981657,2026-06-20 12:03:08.981
9,57,E9_实验开始,1781928194.275329,2026-06-20 12:03:14.275
9,58,E9_静息1,1781928199.890892,2026-06-20 12:03:19.890
9,59,E9_想象吞咽1,1781928206.419156,2026-06-20 12:03:26.419
9,60,E9_静息2,1781928212.742980,2026-06-20 12:03:32.742
9,61,E9_含水1,1781928219.257543,2026-06-20 12:03:39.257
9,62,E9_温水吞咽1,1781928231.501397,2026-06-20 12:03:51.501
9,63,E9_实验结束,1781928247.846388,2026-06-20 12:04:07.846
10,64,E10_实验开始,1781928253.183512,2026-06-20 12:04:13.183
10,65,E10_静息1,1781928258.803961,2026-06-20 12:04:18.803
10,66,E10_想象吞咽1,1781928265.326749,2026-06-20 12:04:25.326
10,67,E10_静息2,1781928271.656341,2026-06-20 12:04:31.656
10,68,E10_含水1,1781928278.176121,2026-06-20 12:04:38.176
10,69,E10_温水吞咽1,1781928287.165623,2026-06-20 12:04:47.165
10,70,E10_实验结束,1781928303.509442,2026-06-20 12:05:03.509
