epoch,event_index,event_name,timestamp_sec,system_time
1,1,E1_实验开始,1781862736.149154,2026-06-19 17:52:16.149
1,2,E1_静息1,1781862740.232075,2026-06-19 17:52:20.232
1,3,E1_想象吞咽1,1781862745.251494,2026-06-19 17:52:25.251
1,4,E1_静息2,1781862750.259297,2026-06-19 17:52:30.259
1,5,E1_含水1,1781862755.265509,2026-06-19 17:52:35.265
1,6,E1_温水吞咽1,1781862765.506610,2026-06-19 17:52:45.506
1,7,E1_实验结束,1781862780.564214,2026-06-19 17:53:00.564
2,8,E2_实验开始,1781862784.617915,2026-06-19 17:53:04.617
2,9,E2_静息1,1781862788.665084,2026-06-19 17:53:08.665
2,10,E2_想象吞咽1,1781862793.719885,2026-06-19 17:53:13.719
2,11,E2_静息2,1781862798.724653,2026-06-19 17:53:18.724
2,12,E2_含水1,1781862803.776538,2026-06-19 17:53:23.776
2,13,E2_温水吞咽1,1781862820.056379,2026-06-19 17:53:40.056
2,14,E2_实验结束,1781862835.074118,2026-06-19 17:53:55.074
3,15,E3_实验开始,1781862839.121051,2026-06-19 17:53:59.121
3,16,E3_静息1,1781862843.161382,2026-06-19 17:54:03.161
3,17,E3_想象吞咽1,1781862848.169138,2026-06-19 17:54:08.169
3,18,E3_静息2,1781862853.221843,2026-06-19 17:54:13.221
3,19,E3_含水1,1781862858.233349,2026-06-19 17:54:18.233
3,20,E3_温水吞咽1,1781862867.184234,2026-06-19 17:54:27.184
3,21,E3_实验结束,1781862882.193609,2026-06-19 17:54:42.193
4,22,E4_实验开始,1781862886.237806,2026-06-19 17:54:46.237
4,23,E4_静息1,1781862890.276777,2026-06-19 17:54:50.277
4,24,E4_想象吞咽1,1781862895.287046,2026-06-19 17:54:55.287
4,25,E4_静息2,1781862900.292198,2026-06-19 17:55:00.292
4,26,E4_含水1,1781862905.341555,2026-06-19 17:55:05.341
4,27,E4_温水吞咽1,1781862913.788225,2026-06-19 17:55:13.788
4,28,E4_实验结束,1781862928.841382,2026-06-19 17:55:28.841
5,29,E5_实验开始,1781862932.889755,2026-06-19 17:55:32.889
5,30,E5_静息1,1781862936.934817,2026-06-19 17:55:36.934
5,31,E5_想象吞咽1,1781862941.939445,2026-06-19 17:55:41.939
5,32,E5_静息2,1781862946.948147,2026-06-19 17:55:46.948
5,33,E5_含水1,1781862951.956621,2026-06-19 17:55:51.956
5,34,E5_温水吞咽1,1781862960.562235,2026-06-19 17:56:00.562
5,35,E5_实验结束,1781862975.569223,2026-06-19 17:56:15.569
-1,37,实验中止,1781862982.093556,2026-06-19 17:56:22.093
