epoch,event_index,event_name,timestamp_sec,system_time,intent_detected,confidence,detector_mode,controller_action
1,1,E1_实验开始,1781930231.528214,2026-06-20 12:37:11.528,0,0.000000,cue,
1,2,E1_静息,1781930235.631563,2026-06-20 12:37:15.631,0,0.000000,cue,
1,3,E1_想象吞咽,1781930240.655762,2026-06-20 12:37:20.655,1,1.000000,cue,placeholder_triggered
